"","firstname","sex","race","call_back"
"2439","Ebony","female","black","No"
"2440","Ebony","female","black","No"
"2441","Geoffrey","male","white","No"
"2442","Greg","male","white","No"
"2443","Hakim","male","black","No"
"2444","Hakim","male","black","No"
"2445","Jay","male","white","No"
"2446","Jermaine","male","black","No"
"2447","Jill","female","white","No"
"2448","Kareem","male","black","No"
"2449","Keisha","female","black","No"
"2450","Kenya","female","black","No"
"2451","Kristen","female","white","No"
"2452","Lakisha","female","black","No"
"2453","Latonya","female","black","No"
"2454","Latonya","female","black","No"
"2455","Leroy","male","black","No"
"2456","Leroy","male","black","No"
"2457","Matthew","male","white","No"
"2458","Neil","male","white","No"
"2459","Sarah","female","white","No"
"2460","Todd","male","white","No"
"2461","Tremayne","male","black","No"
"2462","Tyrone","male","black","No"
"2463","Ebony","female","black","No"
"2464","Latonya","female","black","No"
"2465","Meredith","female","white","No"
"2466","Sarah","female","white","No"
"2467","Ebony","female","black","No"
"2468","Kristen","female","white","Yes"
"2469","Meredith","female","white","Yes"
"2470","Tanisha","female","black","Yes"
"2471","Emily","female","white","No"
"2472","Keisha","female","black","No"
"2473","Lakisha","female","black","No"
"2474","Meredith","female","white","No"
"2475","Aisha","female","black","No"
"2476","Anne","female","white","Yes"
"2477","Carrie","female","white","Yes"
"2478","Latoya","female","black","No"
"2479","Jill","female","white","No"
"2480","Lakisha","female","black","No"
"2481","Sarah","female","white","No"
"2482","Tamika","female","black","No"
"2483","Allison","female","white","No"
"2484","Emily","female","white","No"
"2485","Kenya","female","black","No"
"2486","Latoya","female","black","No"
"2487","Allison","female","white","No"
"2488","Anne","female","white","No"
"2489","Lakisha","female","black","No"
"2490","Tamika","female","black","No"
"2491","Kristen","female","white","Yes"
"2492","Latonya","female","black","Yes"
"2493","Neil","male","white","No"
"2494","Tyrone","male","black","No"
"2495","Aisha","female","black","No"
"2496","Anne","female","white","No"
"2497","Latoya","female","black","No"
"2498","Laurie","female","white","No"
"2499","Brendan","male","white","No"
"2500","Brett","male","white","No"
"2501","Leroy","male","black","No"
"2502","Tremayne","male","black","No"
"2503","Anne","female","white","No"
"2504","Emily","female","white","No"
"2505","Keisha","female","black","No"
"2506","Latoya","female","black","No"
"2507","Kristen","female","white","No"
"2508","Latoya","female","black","No"
"2509","Sarah","female","white","No"
"2510","Tamika","female","black","No"
"2511","Aisha","female","black","No"
"2512","Aisha","female","black","No"
"2513","Allison","female","white","No"
"2514","Allison","female","white","No"
"2515","Brendan","male","white","No"
"2516","Brett","male","white","Yes"
"2517","Brett","male","white","No"
"2518","Brett","male","white","No"
"2519","Emily","female","white","No"
"2520","Jay","male","white","Yes"
"2521","Jill","female","white","No"
"2522","Jill","female","white","No"
"2523","Kareem","male","black","No"
"2524","Keisha","female","black","No"
"2525","Lakisha","female","black","No"
"2526","Latonya","female","black","No"
"2527","Latonya","female","black","No"
"2528","Latonya","female","black","No"
"2529","Matthew","male","white","No"
"2530","Neil","male","white","No"
"2531","Tamika","female","black","Yes"
"2532","Tamika","female","black","No"
"2533","Tremayne","male","black","No"
"2534","Tyrone","male","black","No"
"2535","Emily","female","white","No"
"2536","Latonya","female","black","No"
"2537","Sarah","female","white","No"
"2538","Tanisha","female","black","No"
"2539","Aisha","female","black","No"
"2540","Allison","female","white","Yes"
"2541","Emily","female","white","Yes"
"2542","Lakisha","female","black","Yes"
"2543","Jill","female","white","No"
"2544","Kristen","female","white","No"
"2545","Latonya","female","black","No"
"2546","Tamika","female","black","No"
"2547","Allison","female","white","No"
"2548","Keisha","female","black","No"
"2549","Kristen","female","white","No"
"2550","Tanisha","female","black","Yes"
"2551","Emily","female","white","No"
"2552","Lakisha","female","black","No"
"2553","Matthew","male","white","No"
"2554","Tanisha","female","black","No"
"2555","Anne","female","white","No"
"2556","Latoya","female","black","No"
"2557","Laurie","female","white","Yes"
"2558","Tamika","female","black","No"
"2559","Brendan","male","white","No"
"2560","Jamal","male","black","No"
"2561","Ebony","female","black","No"
"2562","Emily","female","white","No"
"2563","Latonya","female","black","Yes"
"2564","Meredith","female","white","No"
"2565","Ebony","female","black","No"
"2566","Emily","female","white","No"
"2567","Keisha","female","black","No"
"2568","Laurie","female","white","No"
"2569","Anne","female","white","No"
"2570","Brad","male","white","No"
"2571","Brett","male","white","No"
"2572","Ebony","female","black","No"
"2573","Emily","female","white","No"
"2574","Emily","female","white","No"
"2575","Jamal","male","black","No"
"2576","Jay","male","white","No"
"2577","Jermaine","male","black","No"
"2578","Jill","female","white","No"
"2579","Kareem","male","black","No"
"2580","Kareem","male","black","No"
"2581","Kareem","male","black","No"
"2582","Keisha","female","black","No"
"2583","Kristen","female","white","No"
"2584","Lakisha","female","black","No"
"2585","Leroy","male","black","No"
"2586","Leroy","male","black","No"
"2587","Matthew","male","white","No"
"2588","Matthew","male","white","No"
"2589","Neil","male","white","No"
"2590","Sarah","female","white","No"
"2591","Sarah","female","white","No"
"2592","Tamika","female","black","No"
"2593","Tanisha","female","black","No"
"2594","Tanisha","female","black","No"
"2595","Tanisha","female","black","No"
"2596","Todd","male","white","No"
"2597","Todd","male","white","No"
"2598","Todd","male","white","No"
"2599","Tremayne","male","black","No"
"2600","Tremayne","male","black","No"
"2601","Emily","female","white","No"
"2602","Jill","female","white","No"
"2603","Lakisha","female","black","No"
"2604","Tanisha","female","black","No"
"2605","Jill","female","white","No"
"2606","Kenya","female","black","No"
"2607","Kristen","female","white","No"
"2608","Latoya","female","black","No"
"2609","Carrie","female","white","No"
"2610","Emily","female","white","No"
"2611","Latonya","female","black","No"
"2612","Latoya","female","black","No"
"2613","Anne","female","white","Yes"
"2614","Keisha","female","black","Yes"
"2615","Kenya","female","black","Yes"
"2616","Meredith","female","white","Yes"
"2617","Anne","female","white","No"
"2618","Kristen","female","white","No"
"2619","Lakisha","female","black","No"
"2620","Tanisha","female","black","No"
"2621","Anne","female","white","Yes"
"2622","Ebony","female","black","Yes"
"2623","Latonya","female","black","No"
"2624","Sarah","female","white","No"
"2625","Allison","female","white","No"
"2626","Anne","female","white","No"
"2627","Ebony","female","black","Yes"
"2628","Tanisha","female","black","Yes"
"2629","Geoffrey","male","white","No"
"2630","Rasheed","male","black","No"
"2631","Allison","female","white","No"
"2632","Emily","female","white","No"
"2633","Kenya","female","black","No"
"2634","Latoya","female","black","No"
"2635","Anne","female","white","No"
"2636","Carrie","female","white","No"
"2637","Kenya","female","black","No"
"2638","Latoya","female","black","No"
"2639","Emily","female","white","No"
"2640","Keisha","female","black","No"
"2641","Kenya","female","black","No"
"2642","Sarah","female","white","No"
"2643","Aisha","female","black","No"
"2644","Greg","male","white","No"
"2645","Jay","male","white","No"
"2646","Jermaine","male","black","No"
"2647","Jermaine","male","black","No"
"2648","Kareem","male","black","No"
"2649","Kareem","male","black","No"
"2650","Kristen","female","white","No"
"2651","Kristen","female","white","No"
"2652","Latonya","female","black","No"
"2653","Latoya","female","black","No"
"2654","Matthew","male","white","No"
"2655","Meredith","female","white","No"
"2656","Meredith","female","white","No"
"2657","Todd","male","white","No"
"2658","Tremayne","male","black","No"
"2659","Ebony","female","black","No"
"2660","Jill","female","white","No"
"2661","Kenya","female","black","No"
"2662","Laurie","female","white","No"
"2663","Anne","female","white","No"
"2664","Lakisha","female","black","No"
"2665","Latonya","female","black","Yes"
"2666","Sarah","female","white","No"
"2667","Ebony","female","black","No"
"2668","Jill","female","white","No"
"2669","Latonya","female","black","No"
"2670","Laurie","female","white","Yes"
"2671","Anne","female","white","No"
"2672","Lakisha","female","black","No"
"2673","Sarah","female","white","No"
"2674","Tanisha","female","black","No"
"2675","Allison","female","white","No"
"2676","Kenya","female","black","No"
"2677","Kristen","female","white","No"
"2678","Lakisha","female","black","No"
"2679","Anne","female","white","No"
"2680","Ebony","female","black","No"
"2681","Kenya","female","black","No"
"2682","Kristen","female","white","Yes"
"2683","Aisha","female","black","No"
"2684","Anne","female","white","No"
"2685","Latonya","female","black","No"
"2686","Laurie","female","white","No"
"2687","Carrie","female","white","No"
"2688","Jill","female","white","No"
"2689","Keisha","female","black","No"
"2690","Tamika","female","black","No"
"2691","Aisha","female","black","No"
"2692","Allison","female","white","No"
"2693","Carrie","female","white","Yes"
"2694","Tamika","female","black","Yes"
"2695","Anne","female","white","Yes"
"2696","Jamal","male","black","Yes"
"2697","Jay","male","white","Yes"
"2698","Tyrone","male","black","Yes"
"2699","Brendan","male","white","No"
"2700","Jamal","male","black","No"
"2701","Anne","female","white","No"
"2702","Ebony","female","black","No"
"2703","Kristen","female","white","No"
"2704","Tanisha","female","black","No"
"2705","Lakisha","female","black","No"
"2706","Latonya","female","black","No"
"2707","Laurie","female","white","No"
"2708","Meredith","female","white","No"
"2709","Aisha","female","black","No"
"2710","Allison","female","white","No"
"2711","Allison","female","white","No"
"2712","Brett","male","white","No"
"2713","Carrie","female","white","No"
"2714","Darnell","male","black","No"
"2715","Ebony","female","black","No"
"2716","Ebony","female","black","No"
"2717","Ebony","female","black","No"
"2718","Greg","male","white","No"
"2719","Jay","male","white","No"
"2720","Jill","female","white","No"
"2721","Kareem","male","black","No"
"2722","Keisha","female","black","No"
"2723","Kristen","female","white","No"
"2724","Lakisha","female","black","No"
"2725","Latonya","female","black","No"
"2726","Latonya","female","black","No"
"2727","Laurie","female","white","No"
"2728","Meredith","female","white","No"
"2729","Sarah","female","white","No"
"2730","Tamika","female","black","No"
"2731","Todd","male","white","No"
"2732","Tremayne","male","black","No"
"2733","Laurie","female","white","Yes"
"2734","Meredith","female","white","No"
"2735","Tamika","female","black","No"
"2736","Tanisha","female","black","No"
"2737","Anne","female","white","No"
"2738","Jill","female","white","Yes"
"2739","Latonya","female","black","Yes"
"2740","Tanisha","female","black","No"
"2741","Carrie","female","white","No"
"2742","Kristen","female","white","No"
"2743","Lakisha","female","black","No"
"2744","Tanisha","female","black","No"
"2745","Anne","female","white","Yes"
"2746","Ebony","female","black","No"
"2747","Kenya","female","black","Yes"
"2748","Sarah","female","white","No"
"2749","Anne","female","white","Yes"
"2750","Ebony","female","black","No"
"2751","Latonya","female","black","Yes"
"2752","Sarah","female","white","No"
"2753","Allison","female","white","No"
"2754","Keisha","female","black","No"
"2755","Laurie","female","white","No"
"2756","Tamika","female","black","No"
"2757","Meredith","female","white","No"
"2758","Tamika","female","black","No"
"2759","Allison","female","white","No"
"2760","Brett","male","white","No"
"2761","Lakisha","female","black","Yes"
"2762","Tyrone","male","black","No"
"2763","Anne","female","white","No"
"2764","Latoya","female","black","No"
"2765","Meredith","female","white","No"
"2766","Tamika","female","black","No"
"2767","Carrie","female","white","No"
"2768","Ebony","female","black","No"
"2769","Jay","male","white","No"
"2770","Latoya","female","black","No"
"2771","Sarah","female","white","No"
"2772","Tamika","female","black","No"
"2773","Aisha","female","black","No"
"2774","Anne","female","white","No"
"2775","Jill","female","white","No"
"2776","Tanisha","female","black","No"
"2777","Kristen","female","white","No"
"2778","Sarah","female","white","No"
"2779","Tamika","female","black","No"
"2780","Tanisha","female","black","No"
"2781","Anne","female","white","No"
"2782","Tanisha","female","black","No"
"2783","Kristen","female","white","No"
"2784","Tremayne","male","black","No"
"2785","Brett","male","white","No"
"2786","Ebony","female","black","No"
"2787","Emily","female","white","No"
"2788","Geoffrey","male","white","No"
"2789","Jamal","male","black","No"
"2790","Jill","female","white","No"
"2791","Lakisha","female","black","No"
"2792","Tyrone","male","black","No"
"2793","Allison","female","white","No"
"2794","Lakisha","female","black","No"
"2795","Latoya","female","black","No"
"2796","Meredith","female","white","No"
"2797","Allison","female","white","No"
"2798","Brad","male","white","No"
"2799","Darnell","male","black","No"
"2800","Kenya","female","black","No"
"2801","Latonya","female","black","No"
"2802","Meredith","female","white","No"
"2803","Laurie","female","white","No"
"2804","Tamika","female","black","No"
"2805","Brad","male","white","No"
"2806","Latonya","female","black","No"
"2807","Laurie","female","white","No"
"2808","Tanisha","female","black","No"
"2809","Aisha","female","black","No"
"2810","Jill","female","white","No"
"2811","Latonya","female","black","No"
"2812","Laurie","female","white","No"
"2813","Anne","female","white","No"
"2814","Jill","female","white","No"
"2815","Kenya","female","black","No"
"2816","Lakisha","female","black","No"
"2817","Jay","male","white","No"
"2818","Jill","female","white","No"
"2819","Kareem","male","black","No"
"2820","Latoya","female","black","No"
"2821","Leroy","male","black","No"
"2822","Sarah","female","white","No"
"2823","Aisha","female","black","No"
"2824","Laurie","female","white","No"
"2825","Sarah","female","white","No"
"2826","Tamika","female","black","No"
"2827","Jill","female","white","No"
"2828","Keisha","female","black","No"
"2829","Kenya","female","black","No"
"2830","Kristen","female","white","No"
"2831","Anne","female","white","No"
"2832","Anne","female","white","No"
"2833","Darnell","male","black","No"
"2834","Emily","female","white","No"
"2835","Keisha","female","black","No"
"2836","Tanisha","female","black","No"
"2837","Emily","female","white","No"
"2838","Kenya","female","black","No"
"2839","Kristen","female","white","No"
"2840","Latonya","female","black","No"
"2841","Kristen","female","white","No"
"2842","Latoya","female","black","No"
"2843","Tamika","female","black","No"
"2844","Todd","male","white","No"
"2845","Jill","female","white","Yes"
"2846","Kristen","female","white","Yes"
"2847","Latoya","female","black","Yes"
"2848","Tamika","female","black","No"
"2849","Kristen","female","white","Yes"
"2850","Tamika","female","black","No"
"2851","Aisha","female","black","No"
"2852","Ebony","female","black","No"
"2853","Emily","female","white","No"
"2854","Jill","female","white","No"
"2855","Latoya","female","black","No"
"2856","Laurie","female","white","No"
"2857","Darnell","male","black","No"
"2858","Jay","male","white","No"
"2859","Lakisha","female","black","No"
"2860","Latoya","female","black","No"
"2861","Matthew","male","white","No"
"2862","Meredith","female","white","No"
"2863","Sarah","female","white","No"
"2864","Tamika","female","black","No"
"2865","Allison","female","white","No"
"2866","Ebony","female","black","No"
"2867","Jill","female","white","No"
"2868","Keisha","female","black","No"
"2869","Jamal","male","black","No"
"2870","Meredith","female","white","No"
"2871","Sarah","female","white","No"
"2872","Tanisha","female","black","No"
"2873","Carrie","female","white","No"
"2874","Latoya","female","black","No"
"2875","Allison","female","white","No"
"2876","Hakim","male","black","No"
"2877","Jill","female","white","No"
"2878","Keisha","female","black","No"
"2879","Kristen","female","white","No"
"2880","Tanisha","female","black","No"
"2881","Anne","female","white","No"
"2882","Keisha","female","black","No"
"2883","Kenya","female","black","Yes"
"2884","Kristen","female","white","Yes"
"2885","Latonya","female","black","No"
"2886","Sarah","female","white","No"
"2887","Aisha","female","black","No"
"2888","Emily","female","white","No"
"2889","Jay","male","white","No"
"2890","Kristen","female","white","No"
"2891","Latoya","female","black","No"
"2892","Tanisha","female","black","No"
"2893","Anne","female","white","No"
"2894","Carrie","female","white","Yes"
"2895","Darnell","male","black","No"
"2896","Latoya","female","black","Yes"
"2897","Laurie","female","white","Yes"
"2898","Tanisha","female","black","No"
"2899","Anne","female","white","No"
"2900","Darnell","male","black","No"
"2901","Jay","male","white","No"
"2902","Tanisha","female","black","No"
"2903","Carrie","female","white","No"
"2904","Emily","female","white","Yes"
"2905","Sarah","female","white","No"
"2906","Tamika","female","black","Yes"
"2907","Tanisha","female","black","No"
"2908","Tremayne","male","black","No"
"2909","Anne","female","white","No"
"2910","Jill","female","white","No"
"2911","Kenya","female","black","No"
"2912","Lakisha","female","black","No"
"2913","Matthew","male","white","No"
"2914","Tamika","female","black","No"
"2915","Matthew","male","white","No"
"2916","Tanisha","female","black","No"
"2917","Anne","female","white","No"
"2918","Latoya","female","black","No"
"2919","Meredith","female","white","No"
"2920","Tamika","female","black","No"
"2921","Aisha","female","black","No"
"2922","Emily","female","white","No"
"2923","Greg","male","white","No"
"2924","Hakim","male","black","No"
"2925","Jill","female","white","No"
"2926","Keisha","female","black","No"
"2927","Kenya","female","black","No"
"2928","Laurie","female","white","No"
"2929","Sarah","female","white","No"
"2930","Tamika","female","black","No"
"2931","Carrie","female","white","No"
"2932","Ebony","female","black","No"
"2933","Jamal","male","black","No"
"2934","Jill","female","white","No"
"2935","Kenya","female","black","No"
"2936","Latoya","female","black","No"
"2937","Meredith","female","white","No"
"2938","Todd","male","white","No"
"2939","Aisha","female","black","No"
"2940","Allison","female","white","No"
"2941","Brad","male","white","No"
"2942","Geoffrey","male","white","No"
"2943","Hakim","male","black","No"
"2944","Latoya","female","black","No"
"2945","Sarah","female","white","No"
"2946","Tanisha","female","black","No"
"2947","Allison","female","white","No"
"2948","Allison","female","white","No"
"2949","Anne","female","white","No"
"2950","Brad","male","white","Yes"
"2951","Brendan","male","white","Yes"
"2952","Brendan","male","white","No"
"2953","Brett","male","white","No"
"2954","Brett","male","white","No"
"2955","Darnell","male","black","No"
"2956","Ebony","female","black","No"
"2957","Emily","female","white","No"
"2958","Greg","male","white","No"
"2959","Hakim","male","black","No"
"2960","Jill","female","white","No"
"2961","Kristen","female","white","No"
"2962","Latonya","female","black","No"
"2963","Latonya","female","black","No"
"2964","Latonya","female","black","No"
"2965","Latoya","female","black","No"
"2966","Laurie","female","white","No"
"2967","Meredith","female","white","No"
"2968","Neil","male","white","No"
"2969","Rasheed","male","black","No"
"2970","Rasheed","male","black","No"
"2971","Sarah","female","white","No"
"2972","Tamika","female","black","Yes"
"2973","Tamika","female","black","No"
"2974","Tamika","female","black","No"
"2975","Tamika","female","black","No"
"2976","Tamika","female","black","No"
"2977","Tamika","female","black","No"
"2978","Todd","male","white","No"
"2979","Todd","male","white","No"
"2980","Tremayne","male","black","No"
"2981","Tyrone","male","black","No"
"2982","Tyrone","male","black","No"
"2983","Ebony","female","black","No"
"2984","Kristen","female","white","No"
"2985","Latoya","female","black","No"
"2986","Sarah","female","white","No"
"2987","Anne","female","white","No"
"2988","Emily","female","white","No"
"2989","Kenya","female","black","No"
"2990","Latoya","female","black","No"
"2991","Allison","female","white","No"
"2992","Ebony","female","black","No"
"2993","Keisha","female","black","No"
"2994","Kristen","female","white","No"
"2995","Brad","male","white","No"
"2996","Brendan","male","white","No"
"2997","Brett","male","white","No"
"2998","Carrie","female","white","No"
"2999","Darnell","male","black","No"
"3000","Ebony","female","black","No"
"3001","Greg","male","white","No"
"3002","Greg","male","white","No"
"3003","Jamal","male","black","No"
"3004","Kareem","male","black","No"
"3005","Keisha","female","black","No"
"3006","Lakisha","female","black","No"
"3007","Latoya","female","black","No"
"3008","Latoya","female","black","No"
"3009","Latoya","female","black","Yes"
"3010","Laurie","female","white","No"
"3011","Neil","male","white","No"
"3012","Neil","male","white","No"
"3013","Neil","male","white","No"
"3014","Rasheed","male","black","No"
"3015","Sarah","female","white","No"
"3016","Sarah","female","white","No"
"3017","Tanisha","female","black","No"
"3018","Tremayne","male","black","No"
"3019","Carrie","female","white","No"
"3020","Emily","female","white","Yes"
"3021","Latonya","female","black","Yes"
"3022","Tanisha","female","black","No"
"3023","Allison","female","white","No"
"3024","Kenya","female","black","No"
"3025","Kristen","female","white","No"
"3026","Latonya","female","black","No"
"3027","Allison","female","white","No"
"3028","Carrie","female","white","No"
"3029","Keisha","female","black","No"
"3030","Tanisha","female","black","No"
"3031","Anne","female","white","No"
"3032","Carrie","female","white","No"
"3033","Lakisha","female","black","No"
"3034","Tanisha","female","black","No"
"3035","Anne","female","white","No"
"3036","Ebony","female","black","No"
"3037","Kenya","female","black","No"
"3038","Meredith","female","white","No"
"3039","Emily","female","white","No"
"3040","Geoffrey","male","white","No"
"3041","Rasheed","male","black","No"
"3042","Tremayne","male","black","No"
"3043","Ebony","female","black","Yes"
"3044","Jill","female","white","No"
"3045","Kristen","female","white","No"
"3046","Latonya","female","black","No"
"3047","Anne","female","white","No"
"3048","Keisha","female","black","No"
"3049","Sarah","female","white","No"
"3050","Tanisha","female","black","No"
"3051","Aisha","female","black","No"
"3052","Brad","male","white","No"
"3053","Brett","male","white","No"
"3054","Carrie","female","white","No"
"3055","Carrie","female","white","No"
"3056","Ebony","female","black","No"
"3057","Geoffrey","male","white","No"
"3058","Kareem","male","black","No"
"3059","Kareem","male","black","No"
"3060","Keisha","female","black","No"
"3061","Neil","male","white","No"
"3062","Tremayne","male","black","No"
"3063","Jill","female","white","No"
"3064","Kenya","female","black","No"
"3065","Latonya","female","black","No"
"3066","Laurie","female","white","No"
"3067","Carrie","female","white","No"
"3068","Jill","female","white","No"
"3069","Keisha","female","black","No"
"3070","Kenya","female","black","No"
"3071","Allison","female","white","No"
"3072","Emily","female","white","No"
"3073","Latoya","female","black","No"
"3074","Tanisha","female","black","No"
"3075","Anne","female","white","No"
"3076","Carrie","female","white","No"
"3077","Lakisha","female","black","No"
"3078","Latonya","female","black","No"
"3079","Allison","female","white","No"
"3080","Ebony","female","black","No"
"3081","Meredith","female","white","No"
"3082","Tamika","female","black","No"
"3083","Jill","female","white","No"
"3084","Kristen","female","white","No"
"3085","Latoya","female","black","No"
"3086","Tamika","female","black","No"
"3087","Aisha","female","black","No"
"3088","Lakisha","female","black","No"
"3089","Laurie","female","white","No"
"3090","Meredith","female","white","No"
"3091","Emily","female","white","No"
"3092","Lakisha","female","black","No"
"3093","Sarah","female","white","No"
"3094","Tanisha","female","black","No"
"3095","Emily","female","white","No"
"3096","Hakim","male","black","Yes"
"3097","Laurie","female","white","No"
"3098","Tyrone","male","black","No"
"3099","Anne","female","white","No"
"3100","Emily","female","white","No"
"3101","Tamika","female","black","No"
"3102","Tamika","female","black","No"
"3103","Aisha","female","black","No"
"3104","Allison","female","white","No"
"3105","Carrie","female","white","No"
"3106","Emily","female","white","No"
"3107","Emily","female","white","No"
"3108","Geoffrey","male","white","No"
"3109","Greg","male","white","No"
"3110","Hakim","male","black","No"
"3111","Hakim","male","black","No"
"3112","Jay","male","white","No"
"3113","Keisha","female","black","No"
"3114","Lakisha","female","black","No"
"3115","Latoya","female","black","No"
"3116","Laurie","female","white","No"
"3117","Matthew","male","white","No"
"3118","Rasheed","male","black","No"
"3119","Tanisha","female","black","No"
"3120","Todd","male","white","No"
"3121","Tremayne","male","black","No"
"3122","Tyrone","male","black","No"
"3123","Kristen","female","white","No"
"3124","Lakisha","female","black","No"
"3125","Matthew","male","white","No"
"3126","Tremayne","male","black","No"
"3127","Allison","female","white","No"
"3128","Carrie","female","white","No"
"3129","Kenya","female","black","No"
"3130","Latoya","female","black","No"
"3131","Brad","male","white","No"
"3132","Brendan","male","white","No"
"3133","Brett","male","white","No"
"3134","Carrie","female","white","No"
"3135","Darnell","male","black","No"
"3136","Geoffrey","male","white","No"
"3137","Greg","male","white","No"
"3138","Jamal","male","black","No"
"3139","Jermaine","male","black","No"
"3140","Kareem","male","black","No"
"3141","Keisha","female","black","No"
"3142","Kristen","female","white","No"
"3143","Kristen","female","white","No"
"3144","Latonya","female","black","No"
"3145","Latonya","female","black","No"
"3146","Latoya","female","black","No"
"3147","Laurie","female","white","No"
"3148","Leroy","male","black","No"
"3149","Neil","male","white","No"
"3150","Neil","male","white","No"
"3151","Sarah","female","white","No"
"3152","Tamika","female","black","No"
"3153","Tremayne","male","black","No"
"3154","Tyrone","male","black","No"
"3155","Aisha","female","black","No"
"3156","Allison","female","white","No"
"3157","Jill","female","white","Yes"
"3158","Tamika","female","black","No"
"3159","Aisha","female","black","No"
"3160","Allison","female","white","No"
"3161","Ebony","female","black","No"
"3162","Ebony","female","black","No"
"3163","Emily","female","white","No"
"3164","Greg","male","white","No"
"3165","Hakim","male","black","No"
"3166","Jill","female","white","No"
"3167","Kareem","male","black","No"
"3168","Keisha","female","black","No"
"3169","Lakisha","female","black","Yes"
"3170","Laurie","female","white","No"
"3171","Laurie","female","white","No"
"3172","Matthew","male","white","Yes"
"3173","Meredith","female","white","Yes"
"3174","Neil","male","white","No"
"3175","Rasheed","male","black","No"
"3176","Sarah","female","white","No"
"3177","Tanisha","female","black","No"
"3178","Tyrone","male","black","No"
"3179","Ebony","female","black","Yes"
"3180","Jill","female","white","No"
"3181","Matthew","male","white","No"
"3182","Tremayne","male","black","No"
"3183","Carrie","female","white","No"
"3184","Ebony","female","black","No"
"3185","Jill","female","white","No"
"3186","Tamika","female","black","No"
"3187","Brad","male","white","No"
"3188","Brad","male","white","No"
"3189","Geoffrey","male","white","No"
"3190","Kareem","male","black","No"
"3191","Keisha","female","black","No"
"3192","Keisha","female","black","No"
"3193","Kenya","female","black","No"
"3194","Kristen","female","white","No"
"3195","Lakisha","female","black","No"
"3196","Lakisha","female","black","No"
"3197","Laurie","female","white","No"
"3198","Leroy","male","black","Yes"
"3199","Meredith","female","white","No"
"3200","Neil","male","white","No"
"3201","Neil","male","white","No"
"3202","Rasheed","male","black","No"
"3203","Rasheed","male","black","No"
"3204","Rasheed","male","black","No"
"3205","Sarah","female","white","No"
"3206","Todd","male","white","No"
"3207","Aisha","female","black","No"
"3208","Allison","female","white","No"
"3209","Anne","female","white","No"
"3210","Brad","male","white","No"
"3211","Carrie","female","white","No"
"3212","Kareem","male","black","No"
"3213","Keisha","female","black","No"
"3214","Kenya","female","black","No"
"3215","Kristen","female","white","No"
"3216","Lakisha","female","black","No"
"3217","Latoya","female","black","No"
"3218","Matthew","male","white","No"
"3219","Meredith","female","white","No"
"3220","Neil","male","white","No"
"3221","Tremayne","male","black","No"
"3222","Tyrone","male","black","No"
"3223","Brendan","male","white","No"
"3224","Carrie","female","white","No"
"3225","Geoffrey","male","white","No"
"3226","Jamal","male","black","No"
"3227","Jill","female","white","No"
"3228","Kareem","male","black","No"
"3229","Kristen","female","white","No"
"3230","Latoya","female","black","No"
"3231","Latoya","female","black","No"
"3232","Leroy","male","black","No"
"3233","Matthew","male","white","No"
"3234","Tanisha","female","black","No"
"3235","Brendan","male","white","No"
"3236","Greg","male","white","No"
"3237","Kareem","male","black","No"
"3238","Kenya","female","black","No"
"3239","Latonya","female","black","No"
"3240","Laurie","female","white","No"
"3241","Meredith","female","white","No"
"3242","Tremayne","male","black","No"
"3243","Emily","female","white","No"
"3244","Hakim","male","black","No"
"3245","Latoya","female","black","No"
"3246","Todd","male","white","No"
"3247","Aisha","female","black","No"
"3248","Ebony","female","black","Yes"
"3249","Geoffrey","male","white","Yes"
"3250","Jamal","male","black","No"
"3251","Jermaine","male","black","No"
"3252","Lakisha","female","black","No"
"3253","Meredith","female","white","No"
"3254","Meredith","female","white","No"
"3255","Neil","male","white","No"
"3256","Sarah","female","white","No"
"3257","Sarah","female","white","Yes"
"3258","Tyrone","male","black","Yes"
"3259","Jermaine","male","black","No"
"3260","Jill","female","white","No"
"3261","Kristen","female","white","Yes"
"3262","Leroy","male","black","No"
"3263","Allison","female","white","No"
"3264","Latonya","female","black","No"
"3265","Aisha","female","black","No"
"3266","Allison","female","white","No"
"3267","Brett","male","white","No"
"3268","Carrie","female","white","No"
"3269","Kenya","female","black","No"
"3270","Latoya","female","black","No"
"3271","Aisha","female","black","No"
"3272","Anne","female","white","No"
"3273","Jill","female","white","No"
"3274","Tanisha","female","black","No"
"3275","Brad","male","white","Yes"
"3276","Emily","female","white","Yes"
"3277","Jermaine","male","black","Yes"
"3278","Lakisha","female","black","Yes"
"3279","Allison","female","white","No"
"3280","Leroy","male","black","Yes"
"3281","Allison","female","white","No"
"3282","Carrie","female","white","No"
"3283","Jay","male","white","No"
"3284","Keisha","female","black","No"
"3285","Lakisha","female","black","No"
"3286","Latonya","female","black","No"
"3287","Meredith","female","white","No"
"3288","Tyrone","male","black","No"
"3289","Anne","female","white","No"
"3290","Keisha","female","black","No"
"3291","Meredith","female","white","No"
"3292","Tanisha","female","black","No"
"3293","Anne","female","white","No"
"3294","Darnell","male","black","No"
"3295","Ebony","female","black","No"
"3296","Emily","female","white","No"
"3297","Sarah","female","white","No"
"3298","Tanisha","female","black","No"
"3299","Allison","female","white","No"
"3300","Emily","female","white","Yes"
"3301","Latonya","female","black","Yes"
"3302","Latoya","female","black","No"
"3303","Allison","female","white","No"
"3304","Anne","female","white","No"
"3305","Jamal","male","black","No"
"3306","Jermaine","male","black","No"
"3307","Emily","female","white","No"
