race,classtype,yearssmall,hsgrad,g4math,g4reading
White,regular,0,1,658,699
White,regular,0,0,NA,NA
White,regular,0,0,709,696
White,regular,0,0,707,697
Black,regular,0,NA,NA,NA
White,small,4,NA,758,836
White,regular,0,1,NA,NA
White,regular,0,1,707,726
White,regular,1,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,1,821,721
White,small,3,1,NA,NA
Black,regular,0,1,NA,NA
White,regular,0,0,NA,NA
White,regular,0,1,701,696
White,regular,0,1,744,716
White,small,2,NA,NA,NA
White,small,1,1,NA,NA
Black,regular,0,1,639,620
White,small,1,NA,NA,NA
Black,regular,0,NA,711,744
White,regular,0,NA,683,644
White,small,4,NA,705,686
White,small,3,1,NA,NA
White,small,4,NA,691,667
Black,regular,0,NA,NA,NA
White,small,4,NA,718,739
White,regular,0,NA,NA,NA
White,small,1,NA,NA,NA
White,small,3,NA,NA,NA
White,regular,0,1,821,763
White,regular,0,1,NA,NA
White,regular,0,1,744,771
White,small,1,1,727,737
White,regular,0,1,674,713
White,small,4,1,766,743
White,regular,0,NA,692,677
White,small,2,1,NA,NA
White,regular,0,NA,NA,NA
White,small,3,0,NA,NA
White,regular,0,1,741,741
White,small,4,NA,711,707
White,regular,3,1,705,776
White,regular,0,1,742,741
White,small,4,1,707,719
White,small,1,1,NA,NA
White,regular,2,1,775,722
White,regular,0,NA,689,725
White,small,4,1,709,754
White,regular,0,1,NA,NA
Black,regular,0,NA,NA,NA
White,regular,0,1,705,734
White,regular,0,NA,725,701
Black,regular,0,NA,NA,NA
White,regular,0,0,678,528
Black,small,3,NA,NA,NA
Black,regular,0,NA,NA,NA
White,regular,0,NA,NA,NA
Black,small,4,1,NA,NA
White,small,1,NA,NA,NA
Black,regular,0,0,NA,NA
Black,regular,0,NA,NA,NA
Black,small,3,1,NA,NA
Black,small,4,1,689,734
Black,regular,0,1,641,694
Black,regular,0,0,NA,NA
Black,regular,1,1,NA,NA
White,regular,0,NA,NA,NA
Black,small,4,NA,666,662
Black,regular,0,NA,714,763
Black,small,3,NA,NA,NA
White,small,2,1,NA,NA
Black,regular,0,0,NA,NA
White,small,4,1,731,712
Black,regular,0,0,NA,NA
White,regular,0,1,719,836
White,small,2,1,NA,NA
White,regular,0,0,NA,NA
White,small,4,1,705,757
White,regular,0,NA,NA,738
White,small,1,1,NA,NA
White,regular,0,NA,689,682
White,small,4,1,655,689
White,regular,0,1,727,776
White,small,4,NA,693,716
White,regular,1,NA,687,749
White,small,1,NA,694,665
White,regular,0,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,1,NA,NA
White,small,1,NA,NA,NA
White,regular,0,1,719,836
White,regular,0,1,NA,NA
White,regular,0,1,682,745
White,small,2,NA,542,711
White,small,2,NA,NA,NA
White,regular,0,NA,686,761
White,regular,0,1,758,750
White,small,4,0,724,727
White,small,1,NA,NA,NA
White,regular,2,NA,719,709
White,regular,0,1,715,709
White,regular,0,NA,NA,NA
White,small,4,1,679,738
White,small,1,1,NA,NA
Black,regular,0,NA,NA,NA
White,regular,0,1,710,750
White,regular,0,NA,NA,NA
White,regular,0,1,708,741
White,regular,0,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,2,1,728,836
White,regular,0,1,729,745
White,regular,0,NA,NA,NA
White,small,4,1,758,769
White,small,4,1,758,NA
White,regular,1,NA,NA,NA
Black,small,3,1,NA,NA
White,small,4,1,771,763
White,regular,0,NA,NA,NA
White,regular,0,1,753,740
White,small,4,1,717,778
White,small,2,NA,NA,NA
White,small,4,1,741,836
Black,regular,3,NA,NA,NA
White,small,2,1,NA,NA
White,small,4,1,740,763
White,regular,0,NA,726,723
White,regular,0,NA,727,723
White,small,4,NA,707,836
White,regular,0,NA,758,763
White,regular,0,1,821,776
White,regular,0,1,758,720
White,regular,0,NA,758,740
White,regular,0,NA,NA,NA
White,small,4,NA,720,722
White,regular,0,NA,NA,NA
White,small,4,1,747,760
White,small,1,0,NA,NA
White,regular,3,NA,697,727
White,small,1,NA,NA,NA
White,small,1,1,NA,NA
White,small,2,1,NA,NA
White,regular,0,1,NA,NA
Black,regular,0,NA,NA,NA
White,regular,0,1,NA,NA
White,small,4,NA,666,654
White,regular,0,NA,NA,NA
White,regular,0,NA,NA,NA
White,small,4,1,733,718
White,small,4,1,743,713
White,small,4,1,487,689
White,small,1,NA,NA,NA
White,small,2,0,NA,NA
Black,regular,3,1,703,709
White,small,4,1,712,732
White,regular,0,1,743,760
White,regular,0,NA,714,763
White,regular,0,1,727,754
White,regular,0,1,714,714
White,regular,0,NA,NA,NA
White,small,2,1,NA,NA
White,small,3,1,722,693
White,regular,1,1,NA,NA
White,regular,0,1,711,720
White,regular,0,NA,758,836
White,small,4,1,758,836
White,small,4,1,731,678
White,regular,0,1,821,742
Black,regular,2,1,711,684
White,regular,0,1,821,732
White,small,3,NA,NA,NA
White,regular,0,1,NA,NA
White,regular,0,1,NA,NA
White,small,2,1,NA,NA
White,regular,3,1,706,836
White,small,1,NA,NA,NA
White,regular,0,1,NA,NA
White,regular,0,1,NA,NA
White,small,1,1,NA,NA
White,small,4,NA,737,734
White,regular,0,1,NA,NA
White,small,4,1,738,836
White,regular,1,NA,NA,NA
Black,regular,0,NA,NA,NA
White,regular,0,NA,NA,NA
White,small,4,NA,NA,NA
Black,regular,0,NA,NA,NA
Black,regular,0,NA,682,708
White,regular,0,0,NA,NA
White,small,1,NA,NA,NA
White,regular,3,1,758,794
White,regular,0,1,706,757
White,regular,0,1,724,741
White,small,1,NA,NA,NA
White,small,2,0,NA,NA
White,regular,0,1,758,753
White,regular,0,NA,NA,NA
White,regular,0,NA,NA,NA
White,small,4,1,758,750
White,small,4,0,641,677
White,regular,0,NA,NA,NA
Black,small,3,1,690,699
Black,regular,0,1,730,763
White,small,4,1,671,764
White,regular,0,1,NA,NA
White,regular,0,NA,744,727
White,small,1,1,NA,NA
White,regular,0,1,738,725
White,regular,0,1,713,604
White,small,4,1,708,676
White,small,1,NA,NA,NA
Black,regular,0,1,NA,NA
White,small,4,NA,657,701
White,small,1,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,1,712,724
White,small,2,NA,712,736
White,regular,0,NA,714,709
White,small,4,NA,715,721
Black,small,2,NA,NA,NA
Black,regular,0,NA,NA,NA
White,small,4,1,821,702
Black,small,2,NA,NA,NA
White,small,4,1,723,724
White,regular,0,NA,NA,NA
White,small,3,1,729,704
White,regular,1,1,716,725
White,regular,1,1,758,761
White,small,1,1,NA,NA
White,small,2,1,NA,NA
White,small,2,1,NA,NA
White,small,4,NA,732,729
White,regular,0,NA,NA,NA
White,small,4,NA,682,679
Black,regular,0,1,675,687
White,small,4,1,698,836
Black,small,4,1,758,750
Black,small,4,NA,671,706
White,regular,0,NA,687,716
White,regular,0,NA,709,734
White,small,1,0,NA,NA
White,regular,0,NA,NA,NA
White,regular,3,0,718,836
White,regular,0,1,714,667
White,small,4,1,726,704
White,small,4,1,711,739
White,small,4,1,711,691
White,regular,2,1,775,698
White,small,4,1,675,745
White,small,2,NA,NA,NA
White,regular,0,1,NA,NA
White,small,4,1,691,698
White,small,4,1,758,778
White,small,1,1,NA,NA
Black,small,4,0,629,699
White,regular,2,NA,740,690
Black,regular,0,1,NA,NA
Black,small,4,NA,NA,NA
White,small,3,NA,NA,NA
White,regular,0,1,NA,NA
Black,small,1,NA,NA,NA
Black,small,1,NA,NA,NA
Black,small,4,NA,741,744
Black,small,4,NA,NA,NA
White,small,1,NA,NA,NA
White,regular,0,1,NA,NA
White,regular,0,1,718,697
Black,regular,0,NA,NA,NA
Black,small,4,NA,NA,NA
White,small,1,NA,NA,NA
White,regular,0,NA,697,671
White,regular,0,1,683,728
White,regular,0,1,728,760
White,regular,0,1,729,760
White,regular,0,NA,579,713
White,small,4,1,654,673
White,regular,0,1,703,652
White,regular,0,1,740,749
White,regular,0,1,699,710
White,regular,0,1,NA,NA
White,regular,0,1,726,737
White,regular,0,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,1,NA,NA
White,small,4,NA,NA,NA
White,regular,0,0,678,650
White,small,4,NA,643,674
White,regular,0,1,NA,NA
White,regular,3,1,821,696
White,regular,0,1,758,724
White,regular,0,NA,NA,NA
White,small,4,NA,719,730
White,regular,0,1,713,662
Black,regular,0,1,NA,NA
White,small,1,1,NA,NA
White,regular,0,1,NA,NA
White,small,1,NA,NA,NA
White,small,1,NA,NA,NA
White,small,1,NA,NA,NA
White,small,4,1,705,709
White,regular,0,NA,NA,NA
Black,small,2,NA,NA,NA
Black,small,1,NA,NA,NA
White,regular,0,1,NA,NA
White,small,1,NA,672,714
White,regular,0,0,NA,NA
White,regular,0,NA,689,717
White,small,4,NA,697,735
White,regular,0,NA,658,763
White,regular,0,NA,NA,NA
White,regular,0,1,725,738
White,regular,0,NA,758,709
White,small,1,1,NA,NA
White,small,1,1,NA,NA
Black,small,4,1,679,682
White,small,1,NA,NA,NA
Black,regular,0,NA,NA,NA
Black,regular,0,1,741,734
White,regular,0,1,728,750
White,small,4,1,758,836
White,small,4,1,707,716
White,small,4,1,697,584
White,regular,0,NA,NA,NA
White,regular,3,1,691,672
White,small,4,NA,738,NA
White,regular,0,NA,NA,NA
White,small,4,1,537,699
White,small,4,1,741,782
White,small,1,1,NA,NA
White,small,4,NA,692,745
White,regular,0,0,651,676
White,regular,0,NA,NA,NA
White,small,2,NA,NA,NA
Black,regular,0,1,758,673
White,regular,1,0,668,689
White,regular,0,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,1,NA,744,836
White,regular,2,NA,487,742
White,regular,0,1,NA,NA
Black,regular,0,1,NA,NA
White,small,4,NA,740,769
White,regular,0,NA,NA,NA
White,small,4,NA,677,731
White,small,4,1,711,667
White,regular,0,NA,763,761
Black,small,1,1,NA,NA
White,regular,0,0,NA,NA
White,small,3,1,821,703
White,small,4,1,665,676
White,small,2,1,NA,NA
White,regular,0,1,NA,NA
White,regular,0,1,730,763
White,small,4,NA,769,711
White,small,4,NA,686,729
White,small,1,0,NA,NA
White,regular,1,NA,758,730
White,regular,3,1,769,769
White,small,4,1,702,754
White,regular,0,0,NA,NA
White,regular,0,1,NA,NA
White,small,4,1,783,758
White,regular,0,NA,650,706
White,small,4,1,712,746
White,small,1,1,749,741
White,regular,0,1,698,737
White,regular,0,NA,727,761
White,regular,0,1,709,708
White,small,1,NA,697,756
White,regular,0,1,NA,NA
White,small,4,1,743,702
White,small,4,NA,718,763
White,small,4,NA,710,756
White,small,4,NA,NA,NA
White,small,4,1,758,763
White,regular,1,NA,NA,NA
White,regular,0,NA,680,760
White,regular,0,NA,NA,NA
White,small,1,1,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,1,688,743
White,regular,0,NA,702,705
White,small,1,NA,NA,NA
Black,small,2,NA,NA,NA
White,small,4,1,727,741
White,small,1,NA,NA,NA
Black,regular,0,0,NA,NA
Black,regular,0,NA,NA,NA
White,small,1,NA,NA,NA
White,regular,3,NA,NA,NA
White,small,1,0,NA,NA
White,regular,1,1,NA,NA
White,regular,0,NA,NA,NA
White,small,2,NA,715,768
White,small,1,NA,NA,NA
Black,regular,0,0,689,646
White,regular,0,1,NA,NA
Black,regular,0,NA,NA,NA
White,small,3,NA,NA,NA
White,regular,2,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,NA,702,740
White,small,4,1,NA,NA
White,regular,0,1,729,836
White,small,4,1,821,778
White,small,3,0,NA,NA
White,regular,0,NA,NA,NA
White,small,4,1,691,836
White,regular,0,1,697,756
White,small,4,NA,679,747
White,regular,0,1,NA,NA
White,regular,0,1,733,723
White,regular,0,0,NA,NA
Black,small,2,NA,NA,NA
White,regular,1,1,745,760
White,regular,0,1,710,716
White,small,2,1,NA,NA
White,regular,0,1,691,669
Black,small,4,1,821,699
White,small,1,1,701,739
White,small,1,NA,NA,NA
White,regular,0,1,678,726
Black,small,4,NA,NA,NA
White,regular,0,1,701,624
Black,regular,0,NA,NA,NA
White,small,4,1,682,666
White,regular,0,1,678,745
Black,regular,0,NA,681,755
White,regular,0,1,NA,NA
White,small,4,1,664,735
White,regular,0,1,NA,NA
White,small,4,0,719,647
White,regular,0,NA,NA,NA
White,regular,3,1,682,661
White,regular,0,1,711,684
White,small,1,1,NA,NA
White,small,4,1,758,759
White,regular,0,1,NA,NA
White,regular,0,0,NA,NA
White,small,1,1,NA,NA
White,small,4,NA,725,693
White,regular,0,1,729,528
White,small,4,0,NA,NA
White,small,1,1,NA,NA
Black,regular,0,NA,NA,NA
Black,small,4,NA,732,699
White,small,4,NA,662,528
White,small,1,1,NA,NA
White,small,4,1,744,701
White,small,4,0,NA,NA
White,small,4,1,702,684
White,small,4,0,NA,NA
Black,small,1,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,1,NA,NA
Black,small,1,NA,NA,NA
Black,regular,0,NA,687,736
Black,small,4,NA,690,692
Black,small,1,NA,NA,NA
Black,regular,0,NA,NA,NA
Black,small,4,1,740,662
White,small,1,1,NA,NA
White,regular,0,NA,NA,NA
Black,regular,0,NA,NA,NA
Black,small,1,1,NA,NA
Black,regular,0,1,714,703
Black,regular,0,NA,NA,NA
Black,regular,0,0,NA,NA
White,regular,0,NA,NA,NA
Black,regular,0,NA,NA,NA
Black,small,1,NA,NA,NA
Black,small,3,1,NA,NA
Black,regular,0,NA,NA,NA
Black,small,4,1,NA,NA
Black,regular,0,1,NA,NA
Black,regular,0,0,NA,NA
White,regular,0,1,NA,NA
White,regular,0,1,NA,NA
White,regular,0,1,703,784
White,regular,0,1,633,649
White,regular,3,1,652,721
White,small,2,1,NA,NA
White,regular,0,1,NA,NA
White,small,4,1,725,784
White,small,4,1,629,621
White,small,4,NA,700,744
White,small,4,NA,702,733
White,regular,0,1,744,751
White,small,2,NA,NA,NA
White,regular,0,1,670,682
White,small,3,0,NA,NA
White,regular,0,NA,758,750
White,small,3,NA,NA,NA
White,regular,0,NA,681,676
White,small,1,NA,NA,NA
White,small,4,NA,NA,NA
White,regular,0,NA,711,681
White,regular,0,NA,NA,NA
Black,small,4,0,662,621
Black,regular,0,1,NA,NA
White,small,1,1,NA,NA
White,small,4,0,741,836
White,regular,0,NA,NA,NA
White,small,4,1,699,713
White,small,4,NA,638,721
White,regular,0,1,711,715
White,regular,0,NA,NA,NA
White,small,4,1,758,721
White,small,3,1,NA,NA
White,small,4,1,703,760
White,regular,0,1,NA,NA
White,regular,0,1,NA,NA
White,small,3,1,717,695
White,small,1,1,NA,NA
White,small,4,1,NA,NA
White,small,4,1,652,NA
White,regular,0,1,739,763
White,small,1,NA,NA,NA
White,small,1,1,NA,NA
White,regular,0,1,NA,NA
White,small,4,1,679,739
White,small,4,1,NA,NA
White,regular,0,1,NA,NA
White,regular,0,0,676,680
White,regular,0,1,707,673
White,regular,0,1,728,785
White,regular,0,NA,NA,NA
White,regular,0,NA,739,781
White,small,4,NA,731,723
White,regular,0,1,700,677
White,small,1,NA,NA,NA
White,regular,0,0,NA,NA
White,small,4,1,738,711
White,small,1,NA,NA,NA
White,regular,1,NA,659,656
White,regular,0,NA,NA,NA
White,small,2,NA,NA,NA
White,regular,3,NA,721,769
White,small,1,1,NA,NA
White,regular,0,1,712,744
White,regular,0,1,765,716
White,regular,0,1,736,722
White,small,2,NA,NA,NA
Black,regular,0,0,NA,NA
White,small,4,1,704,778
White,small,4,1,728,721
White,small,1,NA,NA,NA
White,small,1,NA,NA,NA
White,regular,0,NA,721,708
White,regular,0,1,711,717
White,regular,0,1,697,667
White,regular,0,NA,678,728
White,small,3,NA,729,700
White,small,4,NA,750,742
White,small,1,1,NA,NA
White,small,4,0,679,698
White,small,1,NA,NA,NA
White,small,4,NA,821,753
White,small,4,NA,714,670
Black,small,2,NA,696,662
White,small,4,1,729,763
White,small,4,NA,695,697
White,regular,0,1,726,720
White,small,2,NA,NA,NA
White,small,1,NA,NA,NA
White,regular,0,1,NA,NA
White,regular,0,1,686,703
White,regular,0,1,663,591
White,regular,0,1,714,771
Black,regular,0,NA,NA,NA
White,small,4,NA,719,763
White,small,2,NA,NA,NA
White,small,1,NA,NA,NA
White,small,1,1,NA,NA
White,regular,0,1,NA,NA
Black,small,2,NA,NA,NA
White,small,3,NA,NA,NA
White,small,3,NA,NA,NA
White,regular,0,1,693,750
White,regular,0,1,706,734
White,regular,0,1,NA,NA
White,regular,0,1,NA,NA
White,small,1,0,NA,NA
White,small,4,1,821,836
Black,regular,0,NA,657,710
Black,small,4,1,644,628
White,regular,0,NA,NA,NA
Black,regular,0,NA,NA,NA
White,small,4,1,718,729
White,regular,0,1,712,836
White,small,4,0,699,761
White,small,1,NA,NA,NA
White,small,4,1,742,767
White,regular,0,1,NA,NA
White,small,4,1,744,763
White,small,4,1,710,681
White,small,2,NA,NA,NA
White,small,1,1,710,750
White,small,2,NA,NA,NA
White,small,1,NA,NA,NA
White,small,3,NA,NA,NA
White,small,4,1,736,765
White,small,4,1,704,697
White,small,3,1,698,723
White,small,2,NA,NA,NA
White,small,1,1,NA,NA
White,small,4,1,739,755
White,regular,0,1,732,700
White,regular,0,NA,NA,NA
White,regular,0,NA,NA,NA
White,small,2,NA,NA,NA
White,regular,0,1,758,794
White,small,4,1,708,705
White,small,4,1,731,734
White,regular,0,1,821,794
White,regular,0,1,723,750
White,regular,0,NA,NA,NA
White,small,4,1,757,718
White,small,3,1,NA,NA
Black,regular,1,0,667,686
White,regular,0,1,712,782
White,regular,1,1,821,764
White,small,1,1,NA,NA
White,small,2,NA,NA,NA
White,regular,0,NA,NA,NA
Black,small,1,NA,NA,NA
White,small,4,NA,718,733
White,regular,0,1,NA,NA
White,small,4,1,725,785
White,regular,3,1,741,710
White,small,4,1,726,742
White,small,4,1,702,720
White,regular,3,1,712,764
White,small,4,1,720,682
White,regular,0,1,712,733
White,small,4,1,646,528
White,small,4,0,732,734
White,small,4,NA,715,728
White,small,4,1,699,740
White,small,4,1,758,836
White,small,2,NA,NA,NA
Black,small,4,NA,743,696
White,regular,0,1,719,751
White,regular,2,1,821,796
Black,small,3,NA,NA,NA
Black,small,4,1,NA,NA
Black,small,4,1,698,723
Black,regular,0,1,NA,NA
White,regular,0,NA,NA,NA
White,small,4,1,768,763
White,small,2,NA,NA,NA
White,small,4,1,713,719
Black,regular,0,NA,NA,NA
Black,regular,0,0,NA,NA
Black,small,4,1,NA,NA
Black,small,4,1,NA,NA
White,regular,0,0,707,703
Black,small,4,NA,NA,NA
Black,regular,0,0,NA,NA
Black,regular,0,1,697,727
Black,small,2,NA,NA,NA
White,small,1,NA,NA,NA
Black,regular,0,NA,NA,NA
Black,small,3,NA,NA,NA
White,small,4,NA,769,750
Black,small,4,1,NA,NA
Black,regular,0,NA,NA,NA
Black,regular,0,NA,NA,NA
Black,small,4,1,NA,NA
Black,regular,0,1,NA,NA
Black,regular,0,0,NA,NA
Black,regular,0,NA,NA,NA
White,regular,0,1,719,745
White,regular,0,1,712,784
White,regular,0,NA,NA,NA
White,small,1,NA,NA,NA
White,regular,0,1,NA,NA
White,regular,0,NA,NA,NA
White,small,1,1,NA,NA
White,regular,0,1,716,761
White,regular,0,1,758,755
White,regular,0,NA,758,747
White,regular,0,NA,NA,NA
White,small,2,NA,NA,NA
White,regular,0,1,707,706
White,regular,0,1,NA,NA
White,small,4,NA,736,782
White,small,1,1,NA,NA
Black,small,1,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,NA,715,692
White,regular,0,NA,NA,NA
White,small,3,NA,NA,NA
White,regular,0,1,NA,NA
White,regular,0,1,NA,NA
White,regular,0,1,637,722
White,regular,0,1,NA,NA
White,small,3,0,NA,NA
White,small,1,NA,NA,NA
White,regular,1,NA,664,686
White,small,1,1,NA,NA
White,regular,0,1,NA,NA
White,small,2,NA,NA,NA
White,regular,0,1,NA,NA
White,regular,0,1,NA,NA
White,small,4,NA,728,760
White,small,1,NA,NA,NA
White,small,4,1,711,710
White,regular,0,1,758,716
White,small,2,1,NA,NA
White,small,1,NA,NA,NA
White,regular,0,0,NA,NA
White,regular,0,1,NA,NA
White,small,3,1,716,745
White,small,4,1,747,NA
White,small,3,1,NA,NA
White,small,4,1,NA,NA
White,small,4,1,NA,NA
White,regular,0,1,668,741
White,small,4,1,673,690
White,small,4,1,703,729
White,regular,0,NA,NA,NA
White,small,1,NA,NA,NA
White,regular,0,NA,732,740
White,regular,3,1,758,724
White,small,3,NA,NA,NA
White,regular,0,NA,691,836
White,regular,0,NA,NA,NA
White,regular,0,NA,NA,NA
Black,small,1,NA,NA,NA
White,small,2,1,NA,NA
White,regular,3,1,758,760
White,regular,3,1,NA,NA
White,small,4,NA,684,784
White,small,1,0,NA,NA
White,regular,0,1,NA,NA
White,small,4,NA,718,734
White,small,4,NA,714,748
White,small,4,NA,752,771
White,regular,0,NA,NA,NA
White,regular,0,NA,675,714
White,regular,0,1,654,700
White,small,1,1,NA,NA
White,regular,0,NA,NA,NA
White,small,1,NA,NA,NA
White,small,4,1,666,836
White,regular,0,1,722,728
White,regular,0,1,628,604
White,regular,0,NA,NA,NA
White,small,1,0,NA,NA
Black,regular,0,NA,NA,NA
White,small,2,1,NA,NA
White,regular,0,NA,715,738
White,regular,0,0,NA,NA
White,regular,0,1,723,794
White,small,4,1,703,735
White,small,1,NA,NA,NA
White,small,1,1,NA,NA
White,regular,0,0,NA,NA
White,small,1,1,703,714
White,regular,0,0,NA,NA
White,regular,0,0,NA,NA
White,small,3,NA,NA,NA
White,small,1,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,1,NA,NA
White,regular,0,1,658,689
Black,regular,3,1,NA,NA
White,regular,0,NA,NA,NA
White,small,4,NA,NA,NA
White,small,4,NA,665,721
White,small,1,NA,NA,NA
White,small,3,NA,NA,NA
Black,small,1,NA,NA,NA
White,regular,0,1,NA,NA
White,small,3,1,NA,NA
White,regular,0,NA,NA,NA
Black,small,4,1,NA,NA
White,small,1,NA,NA,NA
Black,small,1,NA,NA,NA
White,regular,0,1,647,710
Black,regular,0,NA,NA,NA
White,regular,0,1,NA,NA
Black,regular,3,NA,659,626
White,regular,0,0,688,719
White,small,1,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,0,NA,NA
White,regular,0,1,693,692
White,regular,0,1,708,731
White,regular,0,NA,NA,NA
White,small,4,NA,718,836
White,regular,0,1,693,725
White,small,4,1,689,713
White,small,4,NA,757,726
White,small,4,1,704,700
White,small,4,1,758,717
White,regular,0,NA,NA,NA
White,regular,1,1,675,720
White,small,4,NA,662,724
White,regular,0,1,749,738
White,small,4,1,694,684
White,small,4,1,686,698
White,small,1,NA,NA,NA
White,regular,0,1,767,699
Black,small,2,0,NA,NA
White,regular,0,1,744,734
White,regular,2,1,NA,NA
White,regular,0,1,NA,NA
White,small,1,NA,NA,NA
White,small,4,1,696,703
White,regular,0,1,NA,NA
White,small,4,NA,700,794
White,regular,0,NA,NA,NA
White,regular,0,NA,648,683
White,regular,0,NA,NA,NA
White,small,2,1,NA,NA
White,small,4,1,728,782
White,small,1,1,714,784
Black,small,4,1,689,693
Black,regular,0,NA,NA,NA
Black,small,1,NA,NA,NA
White,small,1,NA,NA,NA
White,small,4,1,717,770
White,regular,0,NA,672,554
White,regular,0,NA,NA,NA
White,regular,1,1,696,707
White,regular,0,NA,758,741
White,regular,0,1,758,739
White,regular,0,1,NA,NA
White,small,4,1,663,706
White,regular,0,1,725,711
White,small,4,1,773,836
White,regular,0,NA,NA,NA
White,small,4,1,701,752
White,regular,0,1,NA,NA
White,small,4,1,692,760
White,regular,3,1,715,746
White,small,2,NA,NA,NA
White,regular,0,1,695,722
White,regular,0,NA,702,731
White,small,4,1,727,782
White,regular,0,1,NA,NA
White,regular,0,1,NA,NA
White,regular,0,1,NA,NA
White,regular,0,NA,NA,NA
White,small,1,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,1,NA,NA
Black,small,4,NA,657,677
White,regular,0,1,724,709
Black,small,4,NA,NA,NA
White,regular,0,1,739,836
White,small,4,1,738,785
Black,small,1,1,NA,NA
Black,regular,0,NA,NA,NA
Black,regular,0,NA,NA,NA
White,small,1,0,NA,NA
White,regular,0,NA,NA,NA
White,regular,2,1,707,669
Black,regular,0,1,NA,NA
Black,small,3,1,684,674
Black,small,2,NA,NA,NA
White,small,3,NA,NA,NA
Black,regular,0,NA,NA,NA
Black,small,1,NA,NA,NA
Black,small,4,NA,NA,NA
White,regular,0,0,NA,NA
Black,regular,0,NA,NA,NA
Black,small,4,1,739,741
Black,regular,0,1,NA,NA
Black,regular,0,NA,NA,NA
Black,small,1,NA,NA,NA
Black,small,4,NA,711,663
Black,regular,0,1,727,750
Black,small,1,1,NA,NA
White,regular,0,1,NA,NA
Black,regular,0,1,NA,NA
Black,regular,0,NA,NA,NA
Black,regular,0,1,NA,NA
Black,small,4,1,NA,NA
Black,regular,0,NA,NA,NA
Black,small,3,NA,NA,NA
Black,small,4,NA,NA,NA
Black,regular,0,1,NA,NA
Black,small,4,NA,643,660
Black,small,1,0,NA,NA
Black,small,1,1,NA,NA
White,regular,0,1,699,751
White,regular,0,NA,NA,NA
Black,regular,0,1,680,684
White,regular,0,0,NA,NA
White,regular,0,1,682,695
Black,regular,0,1,NA,NA
Black,regular,0,NA,NA,NA
White,regular,1,1,684,755
White,regular,0,0,NA,NA
White,small,4,1,715,696
White,regular,0,NA,NA,NA
White,small,1,NA,NA,NA
White,regular,0,1,696,712
White,small,4,NA,684,745
White,regular,0,NA,NA,NA
White,regular,0,1,724,690
White,regular,0,NA,NA,NA
White,regular,0,1,NA,NA
White,small,4,1,741,745
White,regular,0,1,705,652
White,small,4,1,697,731
White,regular,2,1,725,763
White,small,1,NA,NA,NA
White,small,4,1,739,692
White,small,4,1,650,667
White,regular,3,1,740,836
White,small,4,1,758,782
White,regular,0,0,695,741
Black,regular,3,1,664,717
Black,regular,0,NA,NA,NA
White,regular,0,NA,739,743
White,regular,3,1,685,711
White,regular,0,1,707,731
White,regular,0,NA,NA,NA
White,regular,0,NA,724,836
White,small,1,1,688,698
White,regular,0,1,716,682
White,regular,0,1,NA,NA
White,regular,2,NA,NA,NA
White,regular,0,1,NA,NA
White,small,4,NA,725,740
White,small,2,1,NA,NA
White,small,1,1,NA,NA
White,regular,0,NA,NA,NA
White,small,4,1,723,753
White,regular,0,1,744,736
White,small,1,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,1,707,NA
White,small,2,1,NA,NA
White,regular,1,1,NA,NA
White,small,1,0,NA,NA
White,small,1,NA,NA,NA
White,small,1,NA,NA,NA
White,regular,0,1,NA,NA
White,small,1,1,NA,NA
White,small,4,NA,663,663
White,regular,0,1,NA,NA
White,small,4,1,736,726
White,regular,0,NA,765,750
White,regular,0,NA,NA,NA
White,regular,2,1,758,836
White,regular,0,1,NA,NA
White,regular,0,1,678,745
White,small,4,1,669,655
Black,small,3,NA,NA,NA
White,regular,0,NA,NA,NA
Black,regular,0,1,653,708
White,regular,0,NA,706,693
White,regular,0,1,684,674
White,small,4,1,718,712
White,small,4,1,706,748
White,regular,0,NA,NA,NA
Black,regular,0,1,NA,NA
White,regular,0,NA,702,705
White,regular,0,1,764,760
White,regular,0,1,685,688
White,regular,0,NA,NA,NA
White,small,2,1,NA,NA
White,small,2,NA,NA,NA
White,small,4,NA,688,639
White,small,4,NA,626,662
White,small,1,NA,NA,NA
White,small,1,1,659,682
White,small,3,1,NA,NA
White,small,1,NA,NA,NA
White,regular,0,NA,NA,NA
White,regular,0,1,720,836
Black,regular,0,0,739,725
White,regular,0,NA,722,687
White,small,3,NA,NA,NA
White,small,4,1,633,746
White,small,1,NA,NA,NA
White,regular,0,1,724,745
White,regular,0,NA,NA,NA
